index,title,ingredients,directions
1466,potato-salad-with-chives,"['1 3/4 pounds new potatoes, halved', '1 cup sour cream', '1/2 cup mayonnaise', '1/2 cup chopped fresh chives', 'salt and freshly ground black pepper to taste', '1/2 cup chopped fresh chives for garnish']","Place the potatoes into a pan, and fill with just enough water to cover. Bring to a boil, then simmer over low heat until tender, about 10 minutes. Drain, and cool under cold running water. In a large bowl, stir together the sour cream, mayonnaise, and 1/2 cup of chives. When the potatoes have cooled, stir them into this mixture. Season with salt and pepper. Garnish with remaining chives. "
1467,authentic-russian-salad-olivye,"['6 potatoes, peeled', '1 carrot, or more to taste', '4 eggs', '6 large pickles, cut into cubes', '1 (15 ounce) can peas, drained', '1/2 cup cubed fully cooked ham, or to taste', '1 tablespoon chopped fresh parsley, or to taste', '1/2 cup mayonnaise, or to taste']","Bring a large pot of water to a boil; add potatoes and carrot. Return mixture to a boil and add eggs; cook until potatoes are tender, 20 to 30 minutes. Drain and slightly cool mixture. Chop potatoes and carrot; peel and chop eggs. Mix potatoes, carrot, eggs, pickles, peas, ham, and parsley together in a large bowl; stir in mayonnaise until salad is evenly coated. "
1468,delicious-potato-salad-bake,"['8 potatoes', '12 slices bacon', '2 onions, finely chopped', '1 cup sliced mushrooms', '1 cup heavy cream', '1/2 cup milk', '1 1/2 cups shredded mozzarella cheese', 'salt and pepper to taste']","Preheat oven to 325 degrees F (165 degrees C). Butter or grease one 8x16 inch baking dish. Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain and cool. Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Add onions, mushrooms, salt and pepper. Cook until onions and mushrooms are soft. Slice potatoes and place a thin layer in the baking dish. Follow with a layer of the bacon mixture and repeat layers until all ingredients are used. Pour cream and milk over layers; sprinkle with grated cheese. Bake for approximately 35 minutes, or until cream and milk have almost reduced completely. "
1469,baked-potato-salad-i,"['8 medium potatoes, sliced', '1/2 pound sliced bacon', '1 pound processed American cheese, sliced', '1/2 onion, chopped', '1 cup mayonnaise', 'salt and pepper to taste', '1/4 cup black olives, sliced']","Preheat oven to 325 degrees F (165 degrees C). Butter a 9x13 inch baking dish. Put sliced potatoes into a large pot, and fill with enough water to cover. Bring to a boil, and cook until tender but still firm, about 10 minutes. Drain, and set aside. At the same time, place bacon in a large deep skillet. Cook over medium-high heat until evenly browned. Remove to paper towels to drain. In a large bowl, stir together the potatoes, cheese, onion, mayonnaise, salt, and pepper. Spoon into prepared baking dish. Crumble bacon over the top, and sprinkle with olives. Bake for 1 hour in the preheated oven, until golden brown. "
1470,french-potato-salad,"['9 potatoes', '1/2 cup vegetable oil', '1/4 cup tarragon vinegar', '1/4 cup beef consomme', '1/4 cup chopped green onions', '2 tablespoons chopped fresh parsley', '1 teaspoon salt', '1 teaspoon ground black pepper']","Bring a large pot of salted water to a boil. Add potatoes; cook until tender but still firm, about 15 minutes. Drain, and transfer to a large bowl. Cool slightly. Peel and slice into a large bowl. In a small bowl, combine oil, vinegar, consomme, green onion, parsley, and salt and pepper. Gently toss warm potatoes with dressing. Cover, and refrigerate several hours or overnight. "
1471,russian-salmon-and-potato-salad,"['2 eggs', '3 medium baking potatoes, peeled and cubed', '1 tablespoon olive oil', '1 large onion, chopped', '1 (16 ounce) can salmon, drained', '1 cup mayonnaise, or as needed', '1 tablespoon chopped fresh parsley, for garnish']","Place eggs in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, and peel. While the eggs are cooking, place the potatoes in a saucepan with just enough water to cover. Bring to a boil, and cook for 10 to 15 minutes, or until tender. Remove from heat, drain, and set aside. Heat oil in a skillet over medium heat. Add onions, and saute until lightly browned and translucent, about 10 minutes. Flake salmon and spread it over the bottom of a glass baking dish or serving dish. Spread the sauteed onions over the salmon. Gently spread a little bit of the mayonnaise over the onion layer. Top with potatoes, and spread enough mayonnaise just to add moisture to the layer. Finally, slice the eggs, and cover the layer of potatoes. Spread mayonnaise over the eggs, and garnish with chopped parsley. If you wish, you can reserve some of the egg to chop and sprinkle over the top as well. Chill for 1 hour before serving. "
1472,kristens-bacon-ranch-potato-salad,"['2 pounds red potatoes, cut into bite-size pieces', '1 (16 ounce) container sour cream', '1 (1 ounce) package ranch dressing mix', '1 1/4 cups cooked bacon, crumbled', '1 1/2 cups shredded Cheddar cheese', '2 bunches green onions, thinly sliced']","Place the potatoes into a large pot and cover with salted water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain, then run under cold water until cool. Combine the sour cream and ranch dressing mix in a small bowl until well- blended. Transfer the potatoes, bacon, Cheddar cheese, and green onions to a large bowl. Stir in the sour cream mixture until well-coated. Cover and refrigerate for about 2 hours before serving. "
1473,potato-salad---german-kartoffel,"['5 potatoes', '2 tablespoons vinegar', '1/2 teaspoon white sugar', 'salt and ground black pepper to taste', '1 onion, finely chopped', '2 tablespoons pickled gherkins, chopped', '1/4 cup creamy salad dressing (such as Miracle Whip\xc2\xae)', '4 hard-boiled eggs, cut into wedges, divided', '2 tablespoons chopped fresh parsley, or as desired']","Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes; drain and rinse with cold water to cool. Remove and discard potato skins. Slice potatoes. Whisk vinegar, sugar, salt, and pepper together in a large bowl; add potatoes, onion, and chopped gherkin. Stir salad dressing into the mixture. Fold 3/4 the egg wedges into the mixture. Garnish with the remaining egg wedges and parsley. Cover bowl with plastic wrap and refrigerate 1 hour before serving. "
1474,potato-salad-dressing-ii,"['1/2 cup creamy salad dressing', '1/2 teaspoon mustard powder', '2 tablespoons all-purpose flour', '1 teaspoon butter', '2 eggs, beaten', '3/4 cup white sugar', '1/4 cup water', '1/4 cup white wine vinegar']","In a saucepan, combine mustard, flour, butter, eggs, sugar, water and vinegar. Cook over medium heat stirring often until mixture becomes thick and smooth. Remove from heat and allow to cool. Combine dressing mixture with creamy salad dressing, mix well. Fold into cooked potatoes. "
1475,russian-potato-and-beef-salad-olivier,"['1 russet potato', '3 carrots', '3 eggs, or more to taste', '1 pound bologna, cut into pieces', '1 (15 ounce) can peas, drained', '3 dill pickles, diced', '1/3 cup diced onion', '1 teaspoon fresh dill, or to taste', 'salt and ground black pepper to taste', '2 cups mayonnaise']","Place potato, carrots, and eggs in a pot and pour in enough water to cover; bring to a boil. Reduce heat and simmer for 15 minutes. Remove carrots using a slotted spoon, cool on a work surface, and dice. Continue simmering eggs and potato for 5 more minutes. Remove eggs with a slotted spoon and transfer to a bowl of ice water until cooled, about 5 minutes. Peel eggs and dice. Continue cooking potato until tender, about 5 more minutes. Drain pot, cool potato on a work surface; dice. Combine potato, carrots, eggs, peas, pickles, onion, dill, salt, and pepper in a bowl. Stir mayonnaise into salad until evenly coated. "
1476,blue-cheese-potato-salad,"['4 slices bacon', '2 pounds red new potatoes', '1/2 cup olive oil', '3 tablespoons white vinegar', '1 bunch green onions, chopped', '1/2 teaspoon salt', '1 teaspoon ground black pepper', '1 1/2 ounces blue cheese, crumbled']","Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside. Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool and chop. leaving skins on. In a large bowl, whisk together the oil, vinegar, green onions, salt and pepper. Add the potatoes, bacon and cheese and toss to coat. "
1477,green-beans-and-potato-salad,"['1 pound bacon', '3 pounds new red potatoes, quartered', '1 pound fresh green beans, cut into bite-sized pieces', '1 (16 fl oz) bottle reduced-fat balsamic vinaigrette salad dressing (such as', ""Newman's Own\xc2\xae)"", '3 roasted red peppers, diced', '1 red onion, diced', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper']","Cook bacon in a large skillet over medium-high heat until crisp, about 10 minutes. Drain the bacon slices on paper towels; chop and set aside. Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 8 minutes. Add green beans to the water. Bring the water again to a boil and cook until the green beans are slightly tender, about 2 minutes; drain. Cool potatoes and green beans slightly before transferring to a serving bowl. Mix balsamic vinaigrette, chopped bacon, red pepper, red onion, salt, and black pepper together in a bowl; pour over the potatoes and green beans. "
1478,bennos-bacon-potato-salad,"['1/4 teaspoon salt', '4 cups water, or enough to cover', '1 pound red potatoes, scrubbed and cut into quarters', '1/2 yellow onion, diced', '2 slices thick-cut bacon, cut into 1-inch squares', '2 stalks celery, diced', '1/4 cup mild yellow pepper rings, drained', '1/2 cup mayonnaise', '1 tablespoon Dijon mustard', '1 teaspoon prepared horseradish', '2 tablespoons juice from yellow pepper rings', '1/2 teaspoon lemon juice', ""Creole seasoning (such as Tony Chachere's\xc2\xae), or to taste""]","Stir salt into water in a large pot and add potatoes; bring to a boil. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain and cool. Slice potatoes and place in a large bowl. Cook and stir yellow onion, bacon, celery, and pepper rings in a skillet until bacon is browned and celery begins to soften, about 10 minutes. Mix mayonnaise, Dijon mustard, horseradish, pepper juice, lemon juice, and Creole seasoning together in a bowl until well blended. Add bacon mixture and dressing to potatoes; stir to combine. Refrigerate for 30 minutes before serving. "
1479,ensalada-rusa,"['3 beets, trimmed', '4 potatoes, peeled and cubed', '1 teaspoon salt', '4 eggs', '1/2 cup mayonnaise, or to taste']","Place the beets into a saucepan, cover with water, and bring to a boil. Reduce heat to medium, and boil gently until tender, about 20 minutes. Remove from the boiling water and let cool. Peel and dice the beets, and chill. Place the potatoes into a separate saucepan, add water to cover, and stir in salt. Boil the potato cubes until tender but not mushy, about 15 minutes. Drain the potatoes in a colander set in the sink, and chill. Bring a saucepan of water to a boil, reduce heat to medium, and stir in 1 to 2 more teaspoons of salt. Very gently lower the eggs into the boiling water, making sure they don't hit the bottom of the pan and crack; simmer for 15 minutes. Remove the eggs to a bowl filled with ice and ice water, and let the eggs chill until thoroughly cold. Peel and dice the eggs. Mix the chilled beets, potato cubes, and eggs together in a salad bowl, and gently stir in mayonnaise to taste. "
1480,marinated-potato-salad-with-anchovy-vinaigrette,"['1 1/2 cups vegetable oil', '1/2 cup white wine vinegar', '1/4 cup chopped parsley', '1 1/2 teaspoons salt', '1 teaspoon white sugar', '1 (2 ounce) can anchovy filets', '2 cloves garlic, minced', '3 pounds red potatoes', '1 pound Italian sausage', '2 cups chopped green onions', '1/3 cup chopped parsley', '6 ounces black olives, pitted and halved', 'salt and pepper to taste']","In a blender, combine the oil, vinegar, parsley, salt, sugar, anchovy fillets and garlic. Puree until smooth. Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool and cut into cubes. Pour prepared vinaigrette over potatoes and marinate overnight. Place sausage in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside. Combine the potatoes and dressing, sausage, green onions, parsley and olives. Toss together well and season with salt and pepper to taste. "
1481,asian-potato-salad,"['4 slices bacon, crisply cooked and crumbled', '6 new red potatoes', '1 1/3 cups mayonnaise', '1 teaspoon sugar', '1 tablespoon soy sauce', '1 teaspoon sesame oil', '1/8 teaspoon dry hot mustard', '1/8 teaspoon salt', '3/4 cup chopped bok choy', '1 red bell pepper, seeded and diced', '1/2 cup chopped green onion', '1/4 cup chopped fresh cilantro']","Place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble and set aside. Meanwhile, bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool, and chop into bite-size chunks. To make the dressing, mix together the mayonnaise, sugar, soy sauce, sesame oil, mustard powder, and salt. Combine the potatoes, bacon, bok choy, red pepper, green onion and cilantro in a large bowl. Pour over dressing and mix well. Refrigerate for at least one hour to allow flavors to blend, and serve. "
1482,grandpa-buicks-famous-potato-salad,"['3 pounds red potatoes', '3 (4.5 ounce) cans small shrimp, drained', '2 sweet onions, finely diced', '6 hard-cooked eggs, sliced 1/8-inch thick', '1 (16 ounce) jar sweet pickles, drained and finely diced', '1/2 cup mayonnaise', 'salt and ground black pepper to taste', '1 pinch paprika, or to taste']","Place red potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender and the peels begin to crack, about 20 minutes. Drain and let potatoes cool. Peel cooled potatoes and cut into 1/8-inch dice. Place potatoes, shrimp, onions, hard-cooked eggs, sweet pickles, and mayonnaise into a large salad bowl and stir to combine. Season with salt and black pepper; sprinkle top of salad with paprika. Chill salad at least 3 hours before serving. "
1483,red-bliss-potato-salad-with-gorgonzola-and-walnuts,"['1/2 cup walnuts', '12 small red new potatoes, halved', '1 large Granny Smith apple - halved, cored and thinly sliced', '1 small red onion, halved and thinly sliced', '1/2 cup crumbled Gorgonzola cheese', '1/4 cup extra-virgin olive oil', '1/4 cup champagne vinegar, or as needed', '1 tablespoon chopped fresh basil', 'salt to taste', 'white pepper to taste']","Preheat an oven to 275 degrees F (135 degrees C). Spread the walnuts onto a baking sheet, and toast until the nuts start to turn golden brown and become fragrant, about 30 minutes. Watch the nuts carefully as they bake, they burn quickly. Once toasted, set the nuts aside to cool to room temperature. Place the potatoes into a large pot, and cover with salted water. Bring to a boil over high heat; reduce heat to medium-low, cover, and simmer until tender, about 15 minutes. Rinse under cold water, and place in large bowl. Refrigerate until cold. Combine apples, onion, cheese, and walnuts with cooled potatoes. Whisk together the olive oil, vinegar, basil, salt, and pepper in a small bowl. Pour the dressing over the salad, and toss to coat. Serve chilled. "
1484,mayo-free-potato-salad,"['9 large red potatoes', '2 dill pickles, chopped', '2 green onions, chopped', '2 stalks celery, chopped', '3 tablespoons chopped fresh cilantro', '2 tablespoons dill pickle juice', '2 teaspoons dried dill weed', '1 teaspoon paprika', '1/4 teaspoon kosher salt, or to taste', '1/4 teaspoon ground black pepper', '1/2 cup olive oil', '1/4 cup red wine vinegar', '1 tablespoon Dijon mustard', '1/4 teaspoon paprika, for garnish']","Place the potatoes into a large pot and cover with water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two. Chill the potatoes in cold water, and chop into cubes when cool enough to handle. Transfer the potatoes into a large salad bowl, and toss lightly with dill pickles, green onions, celery, cilantro, dill pickle juice, dried dill, 1 teaspoon paprika, salt, and pepper. In a bowl, whisk together the olive oil, red wine vinegar, and Dijon mustard, and pour the dressing over the potato mixture. Toss again to coat all ingredients with dressing. Sprinkle with 1/4 teaspoon paprika. "
1485,ranch-red-skin-potato-salad,"['11 red potatoes', '6 slices bacon', '1 1/2 cups shredded Cheddar cheese', '3 green onions, chopped', '1 (15.5 ounce) container ranch-style dip (such as T. Marzettis\xc2\xae)']","Place the potatoes into a large pot and cover with salted water. Bring to a boil over high heat. Reduce heat and simmer until tender, about 20 minutes. Drain and refrigerate until cold, then cut into bite-size pieces. While the potatoes simmer, cook the bacon. Place the bacon in a large skillet; cook over medium-high heat until brown and crisp, about 10 minutes. Drain the bacon slices on a paper towel-lined plate; crumble. Combine the cooked potatoes, crumbled bacon, Cheddar cheese, and green onions in a large bowl. Fold in the ranch dip. Refrigerate overnight. "
1486,hot-german-potato-salad-casserole,"['4 cups cubed potatoes', '6 slices bacon', '1 cup diced celery', '3 green onions, diced', '1/2 cup mayonnaise', '1/4 cup vinegar', '2 teaspoons white sugar', '1 teaspoon Dijon mustard', '1 teaspoon salt', '1/4 teaspoon ground black pepper', '1 cup shredded Cheddar cheese']","Preheat oven to 350 degrees F (175 degrees C). Bring potatoes to a boil in a large pot of salted water. Reduce heat to medium-low and simmer until tender, about 20 minutes. Drain; transfer potatoes to a large baking dish. Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain the bacon slices on paper towels; crumble and sprinkle over potatoes. Heat a skillet over medium heat; cook and stir celery and green onion until celery is tender, about 5 minutes. Transfer vegetables to baking dish. Whisk mayonnaise, vinegar, sugar, mustard, salt, and black pepper in a bowl until smooth. Pour mixture over potatoes and stir until well mixed. Sprinkle with Cheddar cheese. Bake in preheated oven until cheese is melted, 20 to 35 minutes. "
1487,mashed-potato-salad,"['5 red potatoes', '5 Yukon Gold potatoes', '2 tablespoons butter', 'salt and pepper to taste', '1/2 cup mayonnaise', '1/2 cup prepared mustard', '1/2 cup sour cream', '1 stalk celery, finely chopped', '1 red onion, finely diced', '2 small sweet pickles, finely chopped', '1 green bell pepper, chopped']","Cube potatoes, if desired you may peel them. Place potatoes in a large saucepan and cover with water. Cook over medium heat until potatoes are tender. Drain and place cooked potatoes in a large bowl. Mash potatoes with butter and salt and pepper to taste. Once mashed stir in the mayonnaise, mustard and sour cream, mixing well. Stir in the celery, onion, pickles and green pepper. Serve warm or at room temperature. "
1488,russian-potato-salad-from-costa-rica,"['4 potatoes, peeled and cubed', '1 (15 ounce) can sliced beets, drained and finely chopped', '4 eggs', '2 tablespoons mayonnaise, or as needed', 'salt and pepper to taste']","Place the potatoes into a pot and cover with salted water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two. Allow the potatoes to cool. While the potatoes are cooking, place the eggs into a saucepan in a single layer and fill with water to cover the eggs by 1 inch. Cover the saucepan and bring the water to a boil over high heat. Once the water is boiling, remove from the heat and let the eggs stand in the hot water for 15 minutes. Pour out the hot water, then cool the eggs under cold running water in the sink. Peel and dice once cold. Place the potatoes, beets, eggs, and mayonnaise into a bowl, mix well, and season to taste with salt and pepper. "
1489,potato-salad,"['5 pounds red potatoes, chopped', '3 cups mayonnaise', '2 cups finely chopped pickles', '5 hard-cooked eggs, chopped', '1/2 cup chopped red onion', '1/2 cup chopped celery', '3 tablespoons prepared mustard', '1 tablespoon apple cider vinegar', '1 teaspoon salt', '1/2 teaspoon ground black pepper']","Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until barely tender, about 10 minutes. Drain. Rinse potatoes with cold water to cool completely; drain. Stir mayonnaise, pickles, eggs, red onion, celery, mustard, vinegar, salt, and pepper together in a large bowl. Fold potatoes into the mayonnaise mixture. "
1490,bacon-potato-salad-with-ranch,"['6 russet potatoes, peeled and cubed', '4 eggs', '4 slices bacon, cooked and crumbled', '1/4 cup finely chopped dill pickles', '1/4 cup chopped green onion', '1/4 cup finely shredded Cheddar cheese', '2 tablespoons chopped fresh parsley', 'salt and ground black pepper to taste', '1/3 cup fat-free ranch dressing', '2 tablespoons light mayonnaise', '1 tablespoon prepared mustard']","Place potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 10 minutes. Drain. Place cubed potatoes into a large bowl. Place eggs in a saucepan and cover with water. Bring to a boil; simmer for 10 minutes. Cool eggs under cold running water and and peel. Chop eggs into small pieces and add to potato cubes. Add bacon, pickles, green onion, Cheddar cheese, parsley, salt, and ground black pepper to bowl. Stir to combine. Whisk together ranch dressing, mayonnaise, and mustard in a bowl. Add to potato mixture and mix well to coat. Refrigerate at least 2 hours before serving. "
1491,yucatan-potato-salad,"['6 russet potatoes, peeled and cubed', '2 fresh poblano chile peppers', '3 hard cooked eggs, chopped', '1/2 cup chopped celery', '1/2 cup chopped white onion', '3 medium sweet pickles, chopped', '12 green olives, sliced', '1/4 cup lime juice', '1 cup vegetable oil', '1 teaspoon salt', '1/2 teaspoon ground black pepper', '1 teaspoon mustard powder']","Preheat the oven to 400 degrees F (200 degrees C). Place the potatoes into a saucepan, and fill with enough water to cover. Bring to a boil and cook until tender, about 10 minutes. Drain. Place the peppers into the oven so that they sit directly on the rack. Roast, turning every 10 minutes or so, until evenly charred. Place in a paper bag to sweat, then remove the peel when they are cool enough to handle. Remove the stem and seeds, and chop. In a large bowl, combine the still warm potatoes, peppers, eggs, celery, onion, sweet pickles and olives. In a smaller bowl, whisk together the lime juice, vegetable oil, salt, pepper and mustard powder. I like to use a high speed mixing wand to help it emulsify. Pour over the potato salad, and stir to coat. Adjust seasoning to taste and serve. "
1492,classic-american-style-potato-salad,"['2 pounds red boiling potatoes, scrubbed', '2 tablespoons red wine vinegar', '1/2 teaspoon salt', '1/2 teaspoon freshly ground black pepper', '3 hard-cooked eggs', '1 small celery stalk', '1/4 cup chopped sweet pickle (not relish)', '3 scallions', '2 tablespoons chopped fresh parsley', '1/2 cup mayonnaise', '2 tablespoons Dijon-style mustard']","Place potatoes in a pot with water to cover. Bring to a boil, cover and simmer, stirring to ensure even cooking, until a thin-bladed paring knife or a metal skewer inserted into a potato can be removed with no resistance, 25 to 30 minutes. Drain, rinse under cold water and drain again. Cool slightly. Cut warm potatoes into 3/4-inch dice with a serrated knife. Layer them in a bowl, seasoning with vinegar, salt and pepper as you go. Cut eggs, celery and pickle in 1/4-inch dice and thinly slice scallions. Add to potatoes, along with parsley. Stir in mayonnaise and mustard until everything is combined. Chill, covered, before serving. "
1493,simple-german-potato-salad,"['8 medium red potatoes, diced', '1/2 cup creamy salad dressing, e.g. Miracle Whip \xe2\x84\xa2', '3 spiced dill pickles, coarsely chopped', '1/4 cup chopped white onion', 'salt and pepper to taste', '1 teaspoon garlic powder', '3 hard-cooked eggs, peeled and sliced', '5 hot dogs, cut into pieces', '1 cup creamy cucumber salad dressing']","Place the potatoes into a pot and fill with enough water to cover. Bring to a boil, then reduce the heat to medium and simmer until tender, about 10 minutes. Drain and cool. In a large bowl, stir together the salad dressing, pickles, eggs, hot dogs and salad dressing. Season with onion, salt, pepper and garlic powder. Stir in the cooled potatoes until coated. Cover and chill until serving. "
1494,dilly-of-a-baked-potato-salad,"['3 russet potatoes', '2 tablespoons vegetable oil', '1/2 cup chopped onion', '2 tablespoons all-purpose flour', '1 teaspoon prepared mustard', '1/4 teaspoon celery seed', '1/3 teaspoon salt', '1/2 cup water', '2 tablespoons cider vinegar', '1/2 cup chopped green bell pepper', '1/4 cup shredded carrots', '1/2 teaspoon chopped fresh dill weed', '1/4 cup grated Parmesan cheese for topping']","Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 to 20 minutes. Drain and cool. Peel potatoes and slice 1/4 inch thick; set aside. Heat oil in a medium-size skillet; saute onion until soft. Stir in flour, mustard, celery seed and salt. Gradually add water and vinegar; cook over low heat, stirring constantly, until mixture boils and thickens. In a mixing bowl, combine the potatoes, green pepper, carrots and dill; add sauce and mix well. Spoon half the mixture into a shallow 8x8 inch baking dish and sprinkle with half the cheese. Cover with remaining potato mixture and cheese. Bake uncovered at 350 degrees F (175 degrees C) for 15 to 20 minutes, or until cheese is melted and vegetables are heated through. "
1495,wisconsin-cheese-curd-potato-salad,"['8 red potatoes', '1/2 onion, chopped', '6 ounces Cheddar cheese curds, diced', '1 1/2 cups mayonnaise', '2 tablespoons prepared yellow mustard', '1 teaspoon seasoned salt', '2 hard-boiled eggs, sliced', 'black pepper to taste']","Place the potatoes into a large pot and cover with salted water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two. Let the potatoes cool enough to handle, and peel; allow the potatoes to cool thoroughly. Cut into bite-size pieces. In a bowl, combine the potatoes, onion, cheese curds, mayonnaise, yellow mustard, and seasoned salt; mix thoroughly. Top the potato salad with hard- boiled egg slices and sprinkle with black pepper. Refrigerate at least 2 hours before serving. "
1496,dilly-potato-salad,"['2 pounds red potatoes, diced', '6 hard-cooked eggs, chopped', '1 cup nonfat plain yogurt', '3 tablespoons fat-free mayonnaise', '1/4 cup chopped green onions', '1 teaspoon prepared Dijon-style mustard', '1 teaspoon dried dill weed', '1 teaspoon garlic powder']","Bring a large pot of salted water to a boil. Add potatoes; cook until tender but still firm, about 15 minutes. Drain, and set aside to cool. In a large bowl, combine the potatoes and chopped eggs. Mix together the yogurt, mayonnaise, green onions, mustard, dill weed and garlic powder. Pour dressing over potatoes and eggs; toss and chill until ready to serve. "
1497,beaumont-ranch-potato-salad,"['5 pounds red potatoes', '1 (.7 ounce) package dry Italian salad dressing mix (such as Good Seasons\xc2\xae)', '1/4 cup tarragon vinegar', '1/4 cup water', '1 cup extra-virgin olive oil', '1/2 cup chopped celery', '1 cup real bacon bits', '1/4 cup chopped dill pickle', '1/4 cup chopped green onion', '3 cups mayonnaise']","Place the potatoes into a large pot and cover with water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, about 20 minutes. Drain and allow to steam dry for a minute or two. In a bowl, whisk together the dry Italian dressing mix, tarragon vinegar, water, and olive oil until thoroughly blended. Set aside. Place the hot potatoes into a large bowl, and roughly but thoroughly slice them with a table knife until the potatoes are in chunks. Pour the dressing mixture over the hot potatoes, toss to coat, and let the potatoes cool. Add the celery, bacon bits, dill pickle, and green onion to the potatoes; lightly stir in mayonnaise until all ingredients are well combined, and serve. "
1498,my-grandmas-anise-potato-salad,"['6 medium baking potatoes, peeled and cubed', '1 cup chopped celery', '1 bunch green onions, chopped', '1 cup mayonnaise, or to taste', '1/2 teaspoon anise seed', 'salt and pepper to taste', '4 hard-cooked eggs sliced, for garnish', '1 dash ground paprika']","Place potatoes in a saucepan with enough water to cover. Bring to a boil over medium heat, and cook until tender, about 8 to 10 minutes. Remove from heat, drain, and run under cold water to cool. Drain well. In a large bowl, mix together the potatoes, celery, onion, mayonnaise, and anise seed. Season with salt and pepper to taste. Refrigerate until cold. Garnish with sliced hard-cooked eggs, and dust with paprika, if desired. "
1499,hot-red-potato-salad,"['6 red potatoes', '6 slices bacon, diced', '1 onion, diced', '1/2 cup chopped celery', '1 cube chicken bouillon', '1/2 cup boiling water', '1 cup vinegar', '2 teaspoons salt', '1/4 teaspoon ground black pepper', '1 egg, beaten', '1/4 cup chopped fresh parsley']","Clean and scrub baking potatoes. Bring a large pot of salted water to a boil. Add potatoes and cook until tender but still firm, about 15 minutes. Drain, cool and cut into thick slices; place slices in a large bowl. Place bacon in a large, deep skillet. Cook over medium high heat until crisp. Stir the onion and celery into the skillet and cook gently until the vegetables turn yellow. Dissolve the bouillon cube in boiling water and stir in the vinegar, salt and pepper. Pour the broth mixture into the skillet with the bacon/onion mixture and bring the water to a boil. Add the egg slowly, stirring until the mixture is slightly thickened. Pour the vegetable mixture over the potatoes, add parsley and toss lightly. "
1500,tangy-dill-potato-salad,"['3 pounds new potatoes, scrubbed and quartered', '1/2 cup Italian-style salad dressing', '3/4 cup mayonnaise', '1/4 cup chopped green onions', '2 teaspoons chopped fresh dill', '1 teaspoon Dijon mustard', '1 teaspoon lemon juice', '1/8 teaspoon pepper']","Bring a large pot of water to a boil. Add potatoes, and cook for about 10 minutes, or until tender. Drain, and set aside to cool. Meanwhile, in a large bowl, stir together the salad dressing, mayonnaise, green onions, dill, mustard, lemon juice, and pepper. When the potatoes are cooled, stir into the bowl until coated. Refrigerate for a couple of hours to blend flavors before serving. "
1501,light-and-easy-greek-potato-salad,"['12 red potatoes', '1/4 cup chopped green onion', '1/4 cup olive oil', '1/4 cup red wine vinegar', '1 1/2 teaspoons fresh lemon juice', '1/2 teaspoon garlic powder', '1/2 teaspoon onion powder', '1/2 teaspoon coarse salt, or to taste', '1/2 teaspoon ground black pepper, or to taste', '1/4 teaspoon dried oregano', '1/4 teaspoon white sugar', '1/4 teaspoon dried rosemary, crumbled', '1 pinch ground red pepper']","Place red potatoes into a large pot and cover with salted water; bring to a boil. Reduce heat to medium-low and simmer until tender, about 25 minutes. Drain and chill in freezer until cold, about 30 minutes. Slice potatoes and place into a large salad bowl; toss potatoes with green onion. Whisk olive oil, red wine vinegar, lemon juice, garlic powder, onion powder, salt, black pepper, oregano, sugar, rosemary, and red pepper in a bowl. Pour the dressing over the potatoes and toss. Serve immediately or chill until serving time. "
